<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190108,11.06,11.1,11.05,11.1,27000
BMSCG,20190108,7.67,7.67,7.61,7.66,2500
BMSCITH,20190108,12.13,12.13,12.07,12.11,236100
BSET100,20190108,10.18,10.18,10.13,10.18,102000
CHINA,20190108,4.6,4.61,4.59,4.61,4100
EFOOD,20190108,5.29,5.29,5.29,5.29,1000
ENGY,20190108,6,6.09,6,6.09,3300
ESET50,20190108,5.58,5.58,5.58,5.58,100
GLD,20190108,1.76,1.77,1.74,1.74,101500
TDEX,20190108,10.62,10.62,10.58,10.59,38500
TGOLDETF,20190108,3.83,3.83,3.83,3.83,6200
2S,20190108,2.3,2.34,2.3,2.3,15900
7UP,20190108,0.42,0.42,0.41,0.42,937500
A,20190108,6.65,6.65,6.65,6.65,22000
AAV,20190108,4.02,4.06,4,4.02,3973700
ABICO,20190108,4.24,4.28,4.2,4.22,74800
ABM,20190108,0.87,0.94,0.87,0.88,502000
ABPIF,20190108,6.3,6.35,6.25,6.3,188600
ACAP,20190108,2.7,2.8,2.7,2.76,3080700
ACC,20190108,0.49,0.5,0.49,0.5,139300
ADB,20190108,0.82,0.85,0.82,0.84,113500
ADVANC,20190108,177,178,176.5,177.5,2416100
AEC,20190108,0.47,0.5,0.47,0.49,6500
AEONTS,20190108,187,187,186,187,45900
AF,20190108,0.62,0.62,0.62,0.62,4900
AGE,20190108,0.92,0.92,0.91,0.91,253800
AH,20190108,19,19.4,18.9,19.3,1116700
AHC,20190108,17.8,17.8,17.6,17.6,7300
AIMIRT,20190108,10.3,10.3,10.3,10.3,24500
AIRA,20190108,1.5,1.5,1.5,1.5,500
AIT,20190108,19.8,19.9,19.8,19.9,43700
AJ,20190108,8.1,8.25,8.1,8.25,25500
AJA,20190108,0.15,0.16,0.13,0.14,56722200
AKP,20190108,1.95,1.95,1.89,1.91,178400
AKR,20190108,0.81,0.82,0.8,0.81,323700
ALLA,20190108,1.35,1.39,1.34,1.35,480600
ALT,20190108,2.9,2.98,2.9,2.98,274800
AMA,20190108,4.68,4.7,4.6,4.7,65500
AMANAH,20190108,1.71,1.71,1.62,1.69,18917700
AMARIN,20190108,5,5.05,4.98,5.05,197700
AMATA,20190108,22.1,22.1,21.8,22.1,8835200
AMATAR,20190108,10.9,10.9,10.8,10.9,15000
AMATAV,20190108,4.44,4.5,4.44,4.5,83100
AMC,20190108,1.8,1.82,1.8,1.82,4500
ANAN,20190108,3.18,3.22,3.12,3.16,6843000
AOT,20190108,64.5,65.25,64.25,64.75,21696800
AP,20190108,6.3,6.4,6.25,6.35,11095600
APCO,20190108,4.08,4.12,4.08,4.08,42800
APCS,20190108,4.6,4.8,4.58,4.78,33300
APEX,20190108,0.2,0.2,0.19,0.2,1317800
APURE,20190108,1.26,1.26,1.23,1.25,189000
AQ,20190108,0.02,0.03,0.02,0.03,7800200
AQUA,20190108,0.4,0.4,0.39,0.4,1237200
ARIP,20190108,0.4,0.44,0.4,0.41,417200
ARROW,20190108,7.9,7.9,7.85,7.85,2800
AS,20190108,0.81,0.81,0.79,0.79,1800
ASAP,20190108,3.5,3.5,3.4,3.4,2735300
ASEFA,20190108,4.74,4.78,4.72,4.76,65300
ASIA,20190108,6.7,6.75,6.65,6.65,10900
ASIAN,20190108,7.3,7.7,7.3,7.6,21479500
ASIMAR,20190108,1.88,1.9,1.86,1.9,180000
ASK,20190108,23.7,23.8,23.7,23.8,32900
ASN,20190108,3.62,3.62,3.56,3.56,600
ASP,20190108,3.14,3.16,3.14,3.16,414300
ATP30,20190108,1.52,1.52,1.5,1.51,116400
AU,20190108,6.95,7.05,6.95,6.95,800500
AUCT,20190108,5.25,5.3,5.2,5.2,301900
AYUD,20190108,40.5,40.5,40.5,40.5,2700
B,20190108,0.4,0.4,0.39,0.4,115000
B-WORK,20190108,10.8,10.8,10.8,10.8,11000
BA,20190108,12,12,11.8,11.8,976400
BAFS,20190108,33,33,32.75,32.75,61700
BANPU,20190108,16.5,16.5,16.2,16.3,20771500
BAY,20190108,37.5,37.75,37.5,37.75,110500
BBL,20190108,207,208,206,207,1214600
BCH,20190108,16.4,16.5,16.2,16.4,12801000
BCP,20190108,33,33.25,32.5,32.75,1018500
BCPG,20190108,16.2,16.2,15.9,16.1,6703900
BCT,20190108,44.75,44.75,44,44.5,9700
BDMS,20190108,25,25.25,24.4,24.7,48434800
BEAUTY,20190108,7.35,7.4,7.05,7.1,102575200
BEC,20190108,4.8,4.88,4.76,4.88,5419000
BEM,20190108,9.85,9.95,9.8,9.85,49369600
BFIT,20190108,18,18.2,17.5,18.1,84400
BGC,20190108,10.3,10.4,10.2,10.2,830700
BGRIM,20190108,28.25,28.75,28,28.5,8136400
BGT,20190108,1.03,1.1,1.01,1.04,47100
BH,20190108,191.5,193.5,190.5,192.5,1390100
BIG,20190108,1.22,1.24,1.21,1.23,2360100
BIZ,20190108,2.24,2.32,2.24,2.3,318900
BJC,20190108,48.25,48.75,48,48.25,5404200
BJCHI,20190108,1.95,1.95,1.88,1.88,387600
BKD,20190108,3.08,3.08,3.08,3.08,11300
BKI,20190108,329,330,329,330,8000
BKKCP,20190108,12.3,12.4,12.3,12.4,30200
BLA,20190108,27.25,27.75,27,27.75,317500
BLAND,20190108,1.57,1.57,1.55,1.55,8322600
BM,20190108,2.94,2.94,2.94,2.94,29100
BOFFICE,20190108,12.7,12.9,12.7,12.9,285000
BOL,20190108,2.04,2.04,2,2,57300
BPP,20190108,22.4,22.4,22.1,22.3,1630800
BR,20190108,3.96,3.98,3.96,3.98,153400
BROOK,20190108,0.43,0.43,0.42,0.43,432900
BRR,20190108,5.8,5.85,5.75,5.8,174700
BRRGIF,20190108,9.95,10,9.9,10,9200
BSBM,20190108,0.94,0.94,0.93,0.93,4400
BSM,20190108,0.51,0.51,0.5,0.5,188200
BTS,20190108,9.55,9.55,9.45,9.5,12684300
BTSGIF,20190108,11.7,11.8,11.7,11.8,2515900
BTW,20190108,1.32,1.32,1.27,1.31,29500
BWG,20190108,1.04,1.06,1.04,1.06,24549100
CBG,20190108,34,34,33,33.5,1110800
CCET,20190108,1.73,1.73,1.71,1.72,574800
CCP,20190108,0.33,0.33,0.32,0.33,64100
CEN,20190108,1.05,1.06,1.04,1.05,111100
CENTEL,20190108,39.5,40.25,39.5,39.75,1522200
CFRESH,20190108,4,4,4,4,400
CGD,20190108,1.3,1.31,1.29,1.3,516700
CGH,20190108,0.97,0.97,0.93,0.93,524400
CHARAN,20190108,32,32,32,32,1400
CHAYO,20190108,3.64,3.7,3.62,3.7,939600
CHEWA,20190108,1.08,1.1,1.07,1.08,3459000
CHG,20190108,1.96,1.97,1.91,1.91,20151000
CHO,20190108,1.37,1.37,1.34,1.35,451800
CHOW,20190108,4.02,4.06,4,4.06,32000
CI,20190108,1.22,1.22,1.22,1.22,49800
CIG,20190108,0.3,0.32,0.29,0.3,696900
CIMBT,20190108,0.78,0.79,0.76,0.78,808000
CK,20190108,25.75,25.75,25.25,25.25,1959900
CKP,20190108,5.05,5.05,5,5,13049200
CM,20190108,3.98,3.98,3.94,3.96,39700
CMAN,20190108,2.5,2.52,2.5,2.52,185600
CMC,20190108,1.49,1.56,1.49,1.55,11172600
CMO,20190108,1.24,1.24,1.23,1.23,11600
CMR,20190108,2.44,2.48,2.44,2.46,68500
CNS,20190108,2.2,2.2,2.2,2.2,500
CNT,20190108,1.96,1.96,1.94,1.95,14900
COL,20190108,21.8,22,21.7,21.9,116500
COLOR,20190108,1.28,1.31,1.28,1.3,41300
COM7,20190108,13.5,14.3,13.3,13.7,26323500
COMAN,20190108,3.18,3.2,3.1,3.12,209200
COTTO,20190108,2.02,2.04,2,2.02,239100
CPALL,20190108,73,73,72.25,72.5,45240900
CPF,20190108,25.25,25.5,25,25.5,16740600
CPH,20190108,6.45,6.45,6.45,6.45,100
CPI,20190108,1.47,1.52,1.47,1.49,23300
CPL,20190108,2.86,2.86,2.86,2.86,100
CPN,20190108,75.25,75.75,74.5,75.25,4830100
CPNCG,20190108,15.6,15.6,15.6,15.6,74900
CPNREIT,20190108,26.5,26.75,26.5,26.75,921000
CPR,20190108,5.25,5.3,5.25,5.25,10300
CPT,20190108,0.8,0.83,0.77,0.79,43453500
CPTGF,20190108,12.9,12.9,12.9,12.9,117000
CRANE,20190108,1.98,1.98,1.96,1.98,206400
CRD,20190108,0.94,0.98,0.94,0.96,70400
CRYSTAL,20190108,9.8,9.8,9.8,9.8,52000
CSC,20190108,41,42,41,41.5,1900
CSP,20190108,1.1,1.1,1.1,1.1,500
CSS,20190108,1.88,1.89,1.87,1.89,358200
CTARAF,20190108,4.66,4.7,4.66,4.7,800
CTW,20190108,8.1,8.1,8,8.05,8200
CWT,20190108,2.76,2.76,2.68,2.7,377000
D,20190108,9.2,9.2,9.05,9.1,29700
DCC,20190108,2.02,2.04,2,2.02,829800
DCON,20190108,0.5,0.5,0.49,0.5,673800
DCORP,20190108,0.83,0.95,0.78,0.85,76316300
DDD,20190108,19.3,19.4,18.5,19,3034600
DELTA,20190108,68.75,69,68.75,68.75,419100
DEMCO,20190108,3,3.02,2.96,2.96,232500
DIF,20190108,14.6,14.6,14.5,14.5,3854800
DIGI,20190108,0.2,0.21,0.19,0.2,519700
DIMET,20190108,0.88,0.91,0.86,0.88,648600
DNA,20190108,0.38,0.38,0.36,0.37,4771300
DOD,20190108,13.1,13.2,13.1,13.2,258100
DREIT,20190108,5.1,5.1,5.05,5.05,12400
DRT,20190108,5.35,5.4,5.35,5.4,152200
DTAC,20190108,45,46,44.75,46,8637800
DTC,20190108,9.8,9.95,9.8,9.95,14700
EA,20190108,45,45.75,44.75,45.25,11499600
EASON,20190108,2.14,2.18,2.14,2.14,83600
EASTW,20190108,10.8,10.8,10.7,10.8,80000
ECF,20190108,2.28,2.36,2.22,2.32,6546800
ECL,20190108,1.69,1.73,1.68,1.72,2489900
EE,20190108,0.6,0.64,0.6,0.62,14570100
EFORL,20190108,0.05,0.06,0.05,0.06,3181700
EGATIF,20190108,11.3,11.3,11.2,11.3,4129500
EGCO,20190108,247,249,246,247,431800
EIC,20190108,0.05,0.05,0.04,0.04,521300
EKH,20190108,5.65,5.65,5.6,5.65,83200
EMC,20190108,0.27,0.27,0.26,0.27,1657300
EPCO,20190108,2.6,2.74,2.6,2.72,3366000
EPG,20190108,6.7,6.7,6.6,6.65,3464500
ERW,20190108,6.7,6.9,6.65,6.8,3500000
ERWPF,20190108,5.2,5.35,5.2,5.35,13400
ESSO,20190108,11.2,11.4,11,11.2,13134800
ESTAR,20190108,0.52,0.53,0.52,0.53,288000
ETE,20190108,0.96,0.96,0.93,0.94,388300
EVER,20190108,0.54,0.55,0.53,0.54,18788100
FANCY,20190108,0.78,0.82,0.74,0.77,4956500
FC,20190108,0.37,0.37,0.36,0.36,107500
FLOYD,20190108,1.81,1.81,1.76,1.76,365400
FMT,20190108,25,25,25,25,400
FN,20190108,1.42,1.58,1.37,1.47,3312300
FNS,20190108,3.6,3.6,3.6,3.6,300
FOCUS,20190108,1.54,1.59,1.54,1.57,41300
FORTH,20190108,5.95,5.95,5.9,5.95,4400
FPI,20190108,1.81,1.82,1.81,1.82,43000
FSMART,20190108,5.95,6.15,5.9,6,1522300
FSS,20190108,1.84,1.84,1.83,1.84,8200
FTE,20190108,2.06,2.08,2.06,2.08,73000
FUTUREPF,20190108,22.6,22.8,22.6,22.8,117700
FVC,20190108,0.7,0.73,0.68,0.71,851100
GBX,20190108,0.54,0.54,0.54,0.54,99900
GC,20190108,5.05,5.05,5,5.05,3400
GCAP,20190108,2.4,2.44,2.38,2.4,141700
GEL,20190108,0.29,0.29,0.29,0.29,405100
GENCO,20190108,0.74,0.75,0.74,0.75,402500
GFPT,20190108,12.4,13,12.3,12.9,4885500
GGC,20190108,10.1,10.2,10.1,10.1,494100
GIFT,20190108,3.7,3.82,3.7,3.72,41200
GJS,20190108,0.13,0.14,0.12,0.13,19291500
GL,20190108,5.8,7.2,5.8,7.2,40474400
GLAND,20190108,3.02,3.02,2.8,2.86,4848500
GLOBAL,20190108,17.7,17.9,16.9,17.6,32716500
GLOW,20190108,88.25,88.5,88,88.25,927500
GOLD,20190108,6.8,6.8,6.65,6.75,3804000
GPI,20190108,2.2,2.2,2.18,2.2,58800
GPSC,20190108,58.25,58.25,57,57.5,2500500
GRAMMY,20190108,5.8,5.8,5.8,5.8,1100
GRAND,20190108,0.84,0.87,0.84,0.84,1860900
GREEN,20190108,1.07,1.1,1.07,1.08,707600
GTB,20190108,0.57,0.57,0.54,0.56,138000
GULF,20190108,84,86.75,83.25,86,17837500
GUNKUL,20190108,3,3.02,2.94,2.96,9958000
GVREIT,20190108,14.6,14.6,14.6,14.6,286700
HANA,20190108,30.75,31.5,30.5,30.75,4346500
HARN,20190108,2.48,2.5,2.44,2.5,161100
HFT,20190108,2.94,2.94,2.9,2.92,110200
HMPRO,20190108,15,15.1,14.7,14.9,31410200
HPF,20190108,5.15,5.2,5.15,5.2,13500
HPT,20190108,0.81,0.88,0.8,0.83,599400
HREIT,20190108,6.75,6.75,6.75,6.75,97500
HTC,20190108,13.9,13.9,13.7,13.8,83900
HTECH,20190108,5.1,5.15,5.1,5.1,260100
HUMAN,20190108,9.9,10.1,9.75,9.75,994000
HYDRO,20190108,1.19,1.19,1.14,1.16,299200
ICC,20190108,40,40,40,40,300
ICHI,20190108,2.98,2.98,2.96,2.96,522300
ICN,20190108,1.76,1.79,1.76,1.77,489300
IFS,20190108,3.04,3.04,3.02,3.04,71800
IHL,20190108,7.5,7.65,7.45,7.6,88500
III,20190108,5.05,5.35,5.05,5.3,4212300
ILINK,20190108,4.3,4.3,4.2,4.26,91700
IMPACT,20190108,19.4,19.6,19.3,19.6,62400
INET,20190108,3,3.04,3,3,26400
INGRS,20190108,0.55,0.55,0.54,0.54,568600
INOX,20190108,0.99,1,0.98,0.98,130100
INTUCH,20190108,49,50,48.5,49.5,5185200
IRC,20190108,20.8,20.8,20.7,20.8,3600
IRCP,20190108,0.61,0.62,0.57,0.59,281100
IRPC,20190108,6,6.05,5.85,6.05,82615900
IT,20190108,3.3,3.32,3.3,3.3,8600
ITD,20190108,2.26,2.26,2.22,2.22,4496600
ITEL,20190108,3.2,3.24,3.18,3.2,69600
IVL,20190108,54,55.25,54,54.75,19388800
J,20190108,1.38,1.38,1.37,1.37,20400
JAS,20190108,4.68,4.74,4.66,4.7,9611400
JASIF,20190108,10,10.1,10,10.1,6437900
JCK,20190108,1.49,1.51,1.47,1.51,179000
JCKH,20190108,0.52,0.58,0.5,0.55,55900
JCT,20190108,85.75,85.75,85.75,85.75,100
JKN,20190108,8.2,8.25,8.05,8.05,1150500
JMART,20190108,4.96,5,4.94,4.96,532700
JMT,20190108,11,11.2,10.9,11,438300
JSP,20190108,0.46,0.47,0.45,0.46,902200
JTS,20190108,1.34,1.35,1.33,1.34,31700
JUBILE,20190108,14.8,14.9,14.6,14.9,23800
JWD,20190108,7,7.05,6.9,7,529800
K,20190108,2.42,2.46,2.4,2.46,1100
KAMART,20190108,3.5,3.52,3.48,3.52,460000
KASET,20190108,1.82,1.84,1.82,1.84,10900
KBANK,20190108,187.5,188,186,186.5,4042100
KBS,20190108,3.96,4,3.96,3.98,132500
KCAR,20190108,10.8,10.8,10.8,10.8,19800
KCE,20190108,27,27.25,26.25,27,1873800
KCM,20190108,0.83,0.95,0.83,0.92,7383500
KDH,20190108,95,95,95,95,200
KGI,20190108,4.4,4.4,4.38,4.4,727600
KIAT,20190108,0.48,0.49,0.47,0.48,2554100
KKC,20190108,1.15,1.16,1.14,1.16,12600
KKP,20190108,67.75,68,67.5,68,808500
KOOL,20190108,1.18,1.5,1.17,1.45,49737000
KSL,20190108,3.1,3.14,3.08,3.08,676700
KTB,20190108,19.8,20,19.7,20,11479400
KTC,20190108,32,32.25,31.5,31.75,5017900
KTIS,20190108,5.4,5.4,5.35,5.4,8000
KWG,20190108,1.82,1.91,1.82,1.91,8400
KWM,20190108,0.84,0.89,0.84,0.85,1666400
KYE,20190108,383,383,382,382,600
L&E,20190108,2.6,2.62,2.58,2.62,55100
LALIN,20190108,4.84,4.84,4.76,4.8,163300
LANNA,20190108,12,12,11.7,11.8,39900
LDC,20190108,0.94,0.97,0.93,0.93,220400
LEE,20190108,2.56,2.58,2.54,2.58,65700
LH,20190108,10,10.1,9.95,10,12678200
LHFG,20190108,1.38,1.38,1.37,1.38,846700
LHHOTEL,20190108,16.2,16.2,16,16.2,128200
LHK,20190108,3.84,3.86,3.82,3.84,196300
LHPF,20190108,8.2,8.2,8.2,8.2,23500
LHSC,20190108,16.2,16.2,16.2,16.2,74000
LIT,20190108,5.8,5.8,5.7,5.8,121700
LOXLEY,20190108,1.73,1.73,1.7,1.71,465900
LPH,20190108,5.6,5.6,5.55,5.6,96200
LPN,20190108,6.6,6.65,6.5,6.55,7450700
LRH,20190108,50,50,49.5,50,18800
LST,20190108,3.98,4.02,3.98,3.98,69300
LTX,20190108,96.25,99,96,97.25,8500
LUXF,20190108,8.45,8.45,8.45,8.45,10000
M,20190108,74.25,75.25,74,75,463200
M-PAT,20190108,9.8,9.8,9.8,9.8,2100
MACO,20190108,1.57,1.6,1.57,1.59,13493700
MAJOR,20190108,21.5,21.9,21.5,21.5,2405200
MAKRO,20190108,33.75,34,33.25,33.75,493000
MALEE,20190108,8.65,8.75,8.5,8.6,482300
MATCH,20190108,2.1,2.12,2.08,2.12,363400
MATI,20190108,5,5.1,5,5,27000
MAX,20190108,0.02,0.02,0.02,0.02,4924200
MBAX,20190108,3.98,3.98,3.88,3.98,21100
MBK,20190108,20.1,20.4,20,20.2,1030000
MBKET,20190108,10.4,10.4,10.3,10.4,33800
MC,20190108,10.7,10.7,10.6,10.7,831400
MCOT,20190108,9.1,9.1,8.95,8.95,90800
MCS,20190108,6.9,6.95,6.9,6.95,354100
MDX,20190108,3.7,3.72,3.66,3.72,28700
MEGA,20190108,29.75,30,29.5,29.5,215100
META,20190108,2.02,2.02,1.96,1.99,2151600
METCO,20190108,208,209,208,209,900
MFC,20190108,16.9,16.9,16.8,16.9,5300
MFEC,20190108,2.82,2.82,2.78,2.8,232900
MGT,20190108,1.73,1.9,1.72,1.9,18000
MIDA,20190108,0.59,0.59,0.58,0.58,451500
MILL,20190108,1.41,1.45,1.38,1.45,244400
MINT,20190108,35,35,34.5,34.75,5210900
MJD,20190108,3.54,3.54,3.4,3.44,77000
MK,20190108,3.74,3.76,3.72,3.76,578300
ML,20190108,0.94,0.97,0.94,0.96,139200
MM,20190108,3.62,3.68,3.58,3.58,43800
MNRF,20190108,3.32,3.34,3.32,3.34,2300
MODERN,20190108,3.72,3.74,3.7,3.74,31800
MONO,20190108,1.74,1.82,1.74,1.82,3711900
MOONG,20190108,6.6,6.7,6.5,6.55,625100
MPG,20190108,0.17,0.17,0.16,0.16,1589800
MSC,20190108,7.05,7.2,7.05,7.2,232900
MTC,20190108,49,49.25,48.5,49,3143300
MTI,20190108,98,98.25,98,98.25,11100
MVP,20190108,1.39,1.44,1.36,1.38,564700
NBC,20190108,0.5,0.5,0.45,0.45,1600
NCH,20190108,0.87,0.87,0.84,0.87,145900
NCL,20190108,1.37,1.44,1.37,1.41,35300
NDR,20190108,1.87,1.88,1.84,1.88,42000
NEP,20190108,0.31,0.31,0.31,0.31,299100
NER,20190108,1.81,1.87,1.81,1.83,32790300
NETBAY,20190108,23.1,23.1,22.8,22.9,88200
NEWS,20190108,0.01,0.01,0.01,0.01,1425900
NFC,20190108,7.8,7.8,5.7,6.05,81500
NINE,20190108,2.14,2.18,2.04,2.06,4038700
NKI,20190108,62,62,61.25,61.25,3500
NNCL,20190108,1.66,1.68,1.65,1.66,572400
NOBLE,20190108,14.4,14.9,14.4,14.9,258500
NOK,20190108,2.28,2.32,2.24,2.28,486800
NPK,20190108,26,26,26,26,4000
NPPG,20190108,1,1.02,0.99,1,7011600
NTV,20190108,56,56.25,56,56.25,2500
NUSA,20190108,0.46,0.46,0.45,0.46,2808000
NVD,20190108,3.2,3.28,3.2,3.22,303400
NWR,20190108,0.78,0.78,0.77,0.77,1565700
NYT,20190108,5,5,4.96,4.98,459700
OCEAN,20190108,3.9,4.06,3.86,3.92,5218300
OGC,20190108,34,34,34,34,1200
OISHI,20190108,74.25,76,74.25,76,300
ORI,20190108,6.95,7.1,6.85,6.95,6161000
OSP,20190108,23.9,24.2,23.8,23.8,5433600
OTO,20190108,2.02,2.06,2,2,110600
PACE,20190108,0.4,0.41,0.39,0.41,1493100
PAF,20190108,0.8,0.88,0.78,0.82,907100
PAP,20190108,3.5,3.5,3.44,3.46,16500
PATO,20190108,13.2,13.2,13,13,4900
PB,20190108,60.5,60.5,60.5,60.5,15200
PCSGH,20190108,7,7,7,7,8400
PDG,20190108,2.82,2.84,2.78,2.78,89200
PDI,20190108,12.2,12.5,12.2,12.4,583000
PDJ,20190108,2.2,2.26,2.18,2.24,76200
PE,20190108,0.23,0.23,0.22,0.22,4700
PERM,20190108,1.89,1.89,1.89,1.89,3400
PF,20190108,0.71,0.72,0.7,0.71,5879000
PG,20190108,5.65,5.65,5.65,5.65,1000
PHOL,20190108,1.61,1.62,1.57,1.62,20000
PIMO,20190108,4.82,4.84,4.72,4.72,1080500
PJW,20190108,1.51,1.55,1.51,1.55,232500
PK,20190108,2.12,2.48,2.12,2.34,4346600
PL,20190108,3.26,3.32,3.26,3.3,78700
PLANB,20190108,6.15,6.15,6,6.05,4824600
PLANET,20190108,1.45,1.48,1.45,1.45,45800
PLAT,20190108,7.15,7.35,7.15,7.2,183900
PLE,20190108,1.1,1.12,1.1,1.12,953400
PM,20190108,8.65,8.75,8.6,8.75,106000
PMTA,20190108,10.5,10.9,10.5,10.6,1000
POPF,20190108,13.3,13.3,13.3,13.3,40700
PORT,20190108,5,5,4.94,4.98,417500
PPF,20190108,11,11.1,10.9,11.1,47000
PPM,20190108,1.1,1.16,1.1,1.14,107600
PPP,20190108,2.62,2.62,2.58,2.62,11400
PPPM,20190108,2.66,2.68,2.5,2.68,277700
PPS,20190108,0.7,0.71,0.7,0.71,198700
PR9,20190108,11.3,11.4,11.3,11.4,437300
PRAKIT,20190108,11.1,11.2,11.1,11.2,600
PREB,20190108,9.5,9.5,9.35,9.45,142400
PRECHA,20190108,1.58,1.6,1.58,1.6,12500
PRIN,20190108,1.58,1.58,1.58,1.58,295200
PRINC,20190108,4.72,4.72,4.64,4.68,456600
PRM,20190108,5.7,5.75,5.5,5.6,2814800
PSH,20190108,16.8,16.9,16.7,16.8,1172500
PSL,20190108,8.8,8.9,8.75,8.8,3748000
PSTC,20190108,0.61,0.63,0.61,0.62,21548100
PT,20190108,5.7,5.75,5.65,5.7,19300
PTG,20190108,9.65,9.65,9.4,9.45,8933100
PTL,20190108,13.7,14.1,13.2,14,467800
